origin_loc_id,origin_borough,origin_zone_name,dest_loc_id,destination_borough,destination_zone_name,trip_count,percentage_of_origin_trips,average_distance_miles,average_duration_minutes,average_total_charge,origin_flow_rank,overall_flow_rank
107,Manhattan,Gramercy,170,Manhattan,Murray Hill,5815,7.74,0.981,8.57,16.72,1,49
238,Manhattan,Upper West Side North,236,Manhattan,Upper East Side North,5808,8.35,1.366,9.833,17.61,2,50
238,Manhattan,Upper West Side North,142,Manhattan,Lincoln Square East,5777,8.31,1.372,8.683,17.36,3,51
237,Manhattan,Upper East Side South,229,Manhattan,Sutton Place/Turtle Bay North,5766,3.33,1.066,9.833,17.96,10,52
140,Manhattan,Lenox Hill East,237,Manhattan,Upper East Side South,5756,8.04,0.897,9.126,16.4,2,53
161,Manhattan,Midtown Center,230,Manhattan,Times Sq/Theatre District,5710,3.48,0.687,10.961,18.42,5,54
161,Manhattan,Midtown Center,163,Manhattan,Midtown North,5691,3.47,0.757,9.613,17.61,6,55
230,Manhattan,Times Sq/Theatre District,186,Manhattan,Penn Station/Madison Sq West,5609,4.64,0.988,10.816,18.73,1,56
186,Manhattan,Penn Station/Madison Sq West,234,Manhattan,Union Sq,5608,4.71,0.937,7.886,16.34,3,57
163,Manhattan,Midtown North,161,Manhattan,Midtown Center,5591,5.33,0.77,9.64,17.13,3,58
186,Manhattan,Penn Station/Madison Sq West,170,Manhattan,Murray Hill,5470,4.6,1.02,12.13,19.42,4,59
161,Manhattan,Midtown Center,141,Manhattan,Lenox Hill West,5309,3.24,1.461,12.836,21.35,7,60
